LAT,LON,YEAR,MO,DY,T2M,ALLSKY_SFC_SW_DWN
33.40641,-111.94259,2004,9,22,21.89,6.47
33.40641,-111.94259,2004,9,23,23.49,6.25
33.40641,-111.94259,2004,9,24,26.1,5.85
33.40641,-111.94259,2004,9,25,26.38,5.6
33.40641,-111.94259,2004,9,26,25.92,5.98
33.40641,-111.94259,2004,9,27,27.26,5.83
33.40641,-111.94259,2004,9,28,27.6,4.85
33.40641,-111.94259,2004,9,29,25.46,5.71
33.40641,-111.94259,2004,9,30,22.94,5.62
33.40641,-111.94259,2004,10,1,23.65,5.71
33.40641,-111.94259,2004,10,2,25.82,5.44
33.40641,-111.94259,2004,10,3,26.36,5.33
33.40641,-111.94259,2004,10,4,26.4,4.97
33.40641,-111.94259,2004,10,5,25.25,5.92
33.40641,-111.94259,2004,10,6,25.5,5.82
33.40641,-111.94259,2004,10,7,25.61,5.66
33.40641,-111.94259,2004,10,8,26.07,5.58
33.40641,-111.94259,2004,10,9,25.96,5.61
33.40641,-111.94259,2004,10,10,23.98,5.28
33.40641,-111.94259,2004,10,11,22.93,5.09
33.40641,-111.94259,2004,10,12,24.52,5.07
33.40641,-111.94259,2004,10,13,23.97,4.86
33.40641,-111.94259,2004,10,14,22.53,4.9
33.40641,-111.94259,2004,10,15,23.58,4.95
33.40641,-111.94259,2004,10,16,24.26,4.02
33.40641,-111.94259,2004,10,17,21.63,3.75
33.40641,-111.94259,2004,10,18,19.22,3.49
33.40641,-111.94259,2004,10,19,20.06,3.6
33.40641,-111.94259,2004,10,20,20.87,3.6
33.40641,-111.94259,2004,10,21,18.09,1.24
33.40641,-111.94259,2004,10,22,14.78,4.44
33.40641,-111.94259,2004,10,23,16.23,4.96
33.40641,-111.94259,2004,10,24,17.68,4.66
33.40641,-111.94259,2004,10,25,19.44,3.78
33.40641,-111.94259,2004,10,26,19.31,4.27
33.40641,-111.94259,2004,10,27,17.47,2.14
33.40641,-111.94259,2004,10,28,13.16,1.59
33.40641,-111.94259,2004,10,29,12.46,4.42
33.40641,-111.94259,2004,10,30,13.9,4.61
33.40641,-111.94259,2004,10,31,13.37,4.48
33.40641,-111.94259,2004,11,1,10.76,4.4
33.40641,-111.94259,2004,11,2,11.44,4.57
33.40641,-111.94259,2004,11,3,13.51,4.44
33.40641,-111.94259,2004,11,4,15.96,4.71
33.40641,-111.94259,2004,11,5,17.81,3.72
33.40641,-111.94259,2004,11,6,17.71,3.91
33.40641,-111.94259,2004,11,7,19.12,0.97
33.40641,-111.94259,2004,11,8,16.04,2.79
33.40641,-111.94259,2004,11,9,14.06,3.59
33.40641,-111.94259,2004,11,10,14.29,4.37
33.40641,-111.94259,2004,11,11,15.08,3.68
33.40641,-111.94259,2004,11,12,14.74,2.54
33.40641,-111.94259,2004,11,13,12.43,3.39
33.40641,-111.94259,2004,11,14,14.12,3.52
33.40641,-111.94259,2004,11,15,14.11,2.31
33.40641,-111.94259,2004,11,16,14.45,4.11
33.40641,-111.94259,2004,11,17,15.18,3.72
33.40641,-111.94259,2004,11,18,16.18,3.92
33.40641,-111.94259,2004,11,19,15.37,3.89
33.40641,-111.94259,2004,11,20,14.51,3.11
33.40641,-111.94259,2004,11,21,13.61,1.26
33.40641,-111.94259,2004,11,22,10.04,1.79
33.40641,-111.94259,2004,11,23,8.21,2.93
33.40641,-111.94259,2004,11,24,9.88,4.04
33.40641,-111.94259,2004,11,25,10.41,3.96
33.40641,-111.94259,2004,11,26,11.1,3.98
33.40641,-111.94259,2004,11,27,11.44,3.91
33.40641,-111.94259,2004,11,28,10.21,3.83
33.40641,-111.94259,2004,11,29,4.71,4.02
33.40641,-111.94259,2004,11,30,4.85,3.91
33.40641,-111.94259,2004,12,1,7.06,4.01
33.40641,-111.94259,2004,12,2,7.96,3.87
33.40641,-111.94259,2004,12,3,9.88,3.95
33.40641,-111.94259,2004,12,4,9.07,1.07
33.40641,-111.94259,2004,12,5,7.85,1.27
33.40641,-111.94259,2004,12,6,7.38,2.01
33.40641,-111.94259,2004,12,7,8.52,2.35
33.40641,-111.94259,2004,12,8,10.39,2.83
33.40641,-111.94259,2004,12,9,10.86,3.67
33.40641,-111.94259,2004,12,10,13.03,3.69
33.40641,-111.94259,2004,12,11,15.86,3.66
33.40641,-111.94259,2004,12,12,15.73,3.62
33.40641,-111.94259,2004,12,13,15.42,3.58
33.40641,-111.94259,2004,12,14,12.73,3.61
33.40641,-111.94259,2004,12,15,11.53,3.6
33.40641,-111.94259,2004,12,16,10.42,3.59
33.40641,-111.94259,2004,12,17,10.24,3.63
33.40641,-111.94259,2004,12,18,10.45,3.63
33.40641,-111.94259,2004,12,19,11.4,3.66
33.40641,-111.94259,2004,12,20,11.71,3.54
33.40641,-111.94259,2004,12,21,9.4,2.59
33.40641,-111.94259,2004,12,22,7.43,3.25
33.40641,-111.94259,2004,12,23,6.46,3.73
33.40641,-111.94259,2004,12,24,4.58,3.66
33.40641,-111.94259,2004,12,25,6.3,3.56
33.40641,-111.94259,2004,12,26,9.22,3.03
33.40641,-111.94259,2004,12,27,11.21,1.47
33.40641,-111.94259,2004,12,28,12.7,1.96
33.40641,-111.94259,2004,12,29,14.72,1.05
33.40641,-111.94259,2004,12,30,11.85,3
33.40641,-111.94259,2004,12,31,10.48,1.54
33.40641,-111.94259,2005,1,1,10.6,3.46
33.40641,-111.94259,2005,1,2,11.2,2.45
33.40641,-111.94259,2005,1,3,11.03,0.68
33.40641,-111.94259,2005,1,4,9.24,1.65
33.40641,-111.94259,2005,1,5,6.91,2.99
33.40641,-111.94259,2005,1,6,5.98,3.65
33.40641,-111.94259,2005,1,7,7.59,1.86
33.40641,-111.94259,2005,1,8,12.31,1.37
33.40641,-111.94259,2005,1,9,12.95,2.34
33.40641,-111.94259,2005,1,10,14.98,1.87
33.40641,-111.94259,2005,1,11,12.82,1.63
33.40641,-111.94259,2005,1,12,7.14,3.89
33.40641,-111.94259,2005,1,13,7.25,3.56
33.40641,-111.94259,2005,1,14,11.02,3.29
33.40641,-111.94259,2005,1,15,10.77,4
33.40641,-111.94259,2005,1,16,12.3,3.94
33.40641,-111.94259,2005,1,17,13.37,3.89
33.40641,-111.94259,2005,1,18,14.38,3.9
33.40641,-111.94259,2005,1,19,15.16,3.98
33.40641,-111.94259,2005,1,20,15.13,3.48
33.40641,-111.94259,2005,1,21,15.44,1.46
33.40641,-111.94259,2005,1,22,15.01,3.95
33.40641,-111.94259,2005,1,23,14.9,3.73
33.40641,-111.94259,2005,1,24,14.83,3.8
33.40641,-111.94259,2005,1,25,15.51,3.31
33.40641,-111.94259,2005,1,26,13.67,0.76
33.40641,-111.94259,2005,1,27,12.11,2.97
33.40641,-111.94259,2005,1,28,11.93,4.34
33.40641,-111.94259,2005,1,29,9.05,1.53
33.40641,-111.94259,2005,1,30,8.62,4.04
33.40641,-111.94259,2005,1,31,9.56,4.32
33.40641,-111.94259,2005,2,1,10.01,4.07
33.40641,-111.94259,2005,2,2,9.5,4.64
33.40641,-111.94259,2005,2,3,10.32,4.59
33.40641,-111.94259,2005,2,4,12.29,2.99
33.40641,-111.94259,2005,2,5,11.76,4.54
33.40641,-111.94259,2005,2,6,11.91,4.12
33.40641,-111.94259,2005,2,7,10.16,2.34
33.40641,-111.94259,2005,2,8,11.33,4.52
33.40641,-111.94259,2005,2,9,12.12,4.16
33.40641,-111.94259,2005,2,10,12.81,1.74
33.40641,-111.94259,2005,2,11,12.87,0.69
33.40641,-111.94259,2005,2,12,12.03,1.63
33.40641,-111.94259,2005,2,13,12.32,3.92
33.40641,-111.94259,2005,2,14,13.79,3.22
33.40641,-111.94259,2005,2,15,15.32,1.41
33.40641,-111.94259,2005,2,16,15.61,4.2
33.40641,-111.94259,2005,2,17,15.53,2.76
33.40641,-111.94259,2005,2,18,15.02,2.36
33.40641,-111.94259,2005,2,19,12.8,3.02
33.40641,-111.94259,2005,2,20,12.75,3.94
33.40641,-111.94259,2005,2,21,13.12,2.91
33.40641,-111.94259,2005,2,22,13.27,3.2
33.40641,-111.94259,2005,2,23,11.84,4.06
33.40641,-111.94259,2005,2,24,11.46,4.83
33.40641,-111.94259,2005,2,25,11.84,5.17
33.40641,-111.94259,2005,2,26,12.1,5.05
33.40641,-111.94259,2005,2,27,12.72,5.48
33.40641,-111.94259,2005,2,28,12.9,5.26
33.40641,-111.94259,2005,3,1,13.7,5.42
33.40641,-111.94259,2005,3,2,14.14,5.22
33.40641,-111.94259,2005,3,3,13.7,5.13
33.40641,-111.94259,2005,3,4,13.84,4.66
33.40641,-111.94259,2005,3,5,12.24,4.4
33.40641,-111.94259,2005,3,6,11.23,4.01
33.40641,-111.94259,2005,3,7,13.99,5.87
33.40641,-111.94259,2005,3,8,15.33,6.03
33.40641,-111.94259,2005,3,9,16.53,6.44
33.40641,-111.94259,2005,3,10,18.24,6.45
33.40641,-111.94259,2005,3,11,18.91,6.37
33.40641,-111.94259,2005,3,12,18.78,6.39
33.40641,-111.94259,2005,3,13,17.15,6.5
33.40641,-111.94259,2005,3,14,13.95,4.36
33.40641,-111.94259,2005,3,15,10.16,6.83
33.40641,-111.94259,2005,3,16,10.78,6.64
33.40641,-111.94259,2005,3,17,13.43,5.5
33.40641,-111.94259,2005,3,18,13.92,2.95
33.40641,-111.94259,2005,3,19,13.47,2.65
33.40641,-111.94259,2005,3,20,14.19,5.57
33.40641,-111.94259,2005,3,21,13.38,6.95
33.40641,-111.94259,2005,3,22,15.78,6.24
33.40641,-111.94259,2005,3,23,14.34,6.43
33.40641,-111.94259,2005,3,24,12.15,5.09
33.40641,-111.94259,2005,3,25,12.72,5.93
33.40641,-111.94259,2005,3,26,12.35,7.36
33.40641,-111.94259,2005,3,27,14.8,6.88
33.40641,-111.94259,2005,3,28,14.74,4.19
33.40641,-111.94259,2005,3,29,12.79,7.39
33.40641,-111.94259,2005,3,30,13.34,7.55
33.40641,-111.94259,2005,3,31,12.32,7.79
33.40641,-111.94259,2005,4,1,14.9,7.69
33.40641,-111.94259,2005,4,2,18.48,7.01
33.40641,-111.94259,2005,4,3,19.15,7.47
33.40641,-111.94259,2005,4,4,15.53,7.48
33.40641,-111.94259,2005,4,5,15.85,7.75
33.40641,-111.94259,2005,4,6,18.18,6.73
33.40641,-111.94259,2005,4,7,21.21,6.73
33.40641,-111.94259,2005,4,8,16.98,7.8
33.40641,-111.94259,2005,4,9,13.09,6.97
33.40641,-111.94259,2005,4,10,14.55,7.59
33.40641,-111.94259,2005,4,11,16.98,8.04
33.40641,-111.94259,2005,4,12,19.86,7.97
33.40641,-111.94259,2005,4,13,21.56,7.94
33.40641,-111.94259,2005,4,14,22.3,8.06
33.40641,-111.94259,2005,4,15,21.91,7.59
33.40641,-111.94259,2005,4,16,23.18,7.86
33.40641,-111.94259,2005,4,17,22.59,8.09
33.40641,-111.94259,2005,4,18,20.9,8.11
33.40641,-111.94259,2005,4,19,17.54,8.23
33.40641,-111.94259,2005,4,20,17.3,8.2
33.40641,-111.94259,2005,4,21,19.67,8.29
33.40641,-111.94259,2005,4,22,20.34,4.36
33.40641,-111.94259,2005,4,23,22.15,7.16
33.40641,-111.94259,2005,4,24,16.42,6.53
33.40641,-111.94259,2005,4,25,17.76,8.23
33.40641,-111.94259,2005,4,26,20.36,7.56
33.40641,-111.94259,2005,4,27,20.14,8.47
33.40641,-111.94259,2005,4,28,18.63,4.19
33.40641,-111.94259,2005,4,29,16.95,7.7
33.40641,-111.94259,2005,4,30,20.6,8.54
33.40641,-111.94259,2005,5,1,21.92,7.21
33.40641,-111.94259,2005,5,2,22.04,7.79
33.40641,-111.94259,2005,5,3,22.51,8.07
33.40641,-111.94259,2005,5,4,24.57,8.02
33.40641,-111.94259,2005,5,5,24.07,8.39
33.40641,-111.94259,2005,5,6,19.17,6.69
33.40641,-111.94259,2005,5,7,18.91,7.28
33.40641,-111.94259,2005,5,8,21.02,8.61
33.40641,-111.94259,2005,5,9,22.15,8.6
33.40641,-111.94259,2005,5,10,19.7,7.91
33.40641,-111.94259,2005,5,11,19.67,8.88
33.40641,-111.94259,2005,5,12,22.02,9.01
33.40641,-111.94259,2005,5,13,24.78,8.8
33.40641,-111.94259,2005,5,14,24.47,7.08
33.40641,-111.94259,2005,5,15,27.15,8.7
33.40641,-111.94259,2005,5,16,26.77,7.57
33.40641,-111.94259,2005,5,17,23.69,8.24
33.40641,-111.94259,2005,5,18,25.09,8.39
33.40641,-111.94259,2005,5,19,28.11,8.64
33.40641,-111.94259,2005,5,20,30.01,7.97
33.40641,-111.94259,2005,5,21,32.08,8.69
33.40641,-111.94259,2005,5,22,32.94,8.8
33.40641,-111.94259,2005,5,23,31.76,8.29
33.40641,-111.94259,2005,5,24,30.33,8.77
33.40641,-111.94259,2005,5,25,29.83,8.69
33.40641,-111.94259,2005,5,26,30.98,9
33.40641,-111.94259,2005,5,27,29.13,7.22
33.40641,-111.94259,2005,5,28,26.74,7.19
33.40641,-111.94259,2005,5,29,26.82,8.42
33.40641,-111.94259,2005,5,30,25.41,8.8
33.40641,-111.94259,2005,5,31,27,9.01
33.40641,-111.94259,2005,6,1,28.66,8.91
33.40641,-111.94259,2005,6,2,27.37,6.94
33.40641,-111.94259,2005,6,3,25.13,8.88
33.40641,-111.94259,2005,6,4,26.51,8.76
33.40641,-111.94259,2005,6,5,27.32,8.83
33.40641,-111.94259,2005,6,6,26.41,8.98
33.40641,-111.94259,2005,6,7,26.01,8.98
33.40641,-111.94259,2005,6,8,26.91,9.08
33.40641,-111.94259,2005,6,9,26.58,8.42
33.40641,-111.94259,2005,6,10,27.46,8.62
33.40641,-111.94259,2005,6,11,28.06,7.47
33.40641,-111.94259,2005,6,12,27.57,8.83
33.40641,-111.94259,2005,6,13,29.5,8.98
33.40641,-111.94259,2005,6,14,32.31,8.84
33.40641,-111.94259,2005,6,15,31.6,9.05
33.40641,-111.94259,2005,6,16,30.85,9.12
33.40641,-111.94259,2005,6,17,29.16,9.07
33.40641,-111.94259,2005,6,18,30.14,9.08
33.40641,-111.94259,2005,6,19,32.86,8.74
33.40641,-111.94259,2005,6,20,35.02,7.68
33.40641,-111.94259,2005,6,21,36.59,5.32
33.40641,-111.94259,2005,6,22,35.98,6.42
33.40641,-111.94259,2005,6,23,35.83,7.07
33.40641,-111.94259,2005,6,24,34.28,8.59
33.40641,-111.94259,2005,6,25,33.87,8.23
33.40641,-111.94259,2005,6,26,32.01,8.62
33.40641,-111.94259,2005,6,27,33.92,8.26
33.40641,-111.94259,2005,6,28,33.37,8.71
33.40641,-111.94259,2005,6,29,33.44,9.12
33.40641,-111.94259,2005,6,30,34.88,9.13
33.40641,-111.94259,2005,7,1,34.68,8.39
33.40641,-111.94259,2005,7,2,33.92,8.52
33.40641,-111.94259,2005,7,3,33.51,8.93
33.40641,-111.94259,2005,7,4,33.83,8.68
33.40641,-111.94259,2005,7,5,35.39,8.76
33.40641,-111.94259,2005,7,6,35.31,8.58
33.40641,-111.94259,2005,7,7,35.41,8.48
33.40641,-111.94259,2005,7,8,34,8.61
33.40641,-111.94259,2005,7,9,33.77,8.52
33.40641,-111.94259,2005,7,10,33.53,8.32
33.40641,-111.94259,2005,7,11,34.62,8.42
33.40641,-111.94259,2005,7,12,35.92,8.23
33.40641,-111.94259,2005,7,13,36.24,7.21
33.40641,-111.94259,2005,7,14,36.15,8.02
33.40641,-111.94259,2005,7,15,36.44,8.04
33.40641,-111.94259,2005,7,16,36.83,7.73
33.40641,-111.94259,2005,7,17,37.7,6.48
33.40641,-111.94259,2005,7,18,36.67,7.61
33.40641,-111.94259,2005,7,19,37.57,7.62
33.40641,-111.94259,2005,7,20,35.77,7.71
33.40641,-111.94259,2005,7,21,36.84,7.08
33.40641,-111.94259,2005,7,22,36.69,6.77
33.40641,-111.94259,2005,7,23,32.93,6.94
33.40641,-111.94259,2005,7,24,30.81,7.11
33.40641,-111.94259,2005,7,25,32.1,6.68
33.40641,-111.94259,2005,7,26,33.94,6.7
33.40641,-111.94259,2005,7,27,33.29,8.09
33.40641,-111.94259,2005,7,28,33.86,8.16
33.40641,-111.94259,2005,7,29,34.53,8.09
33.40641,-111.94259,2005,7,30,31.48,5.97
33.40641,-111.94259,2005,7,31,30.51,5.92
33.40641,-111.94259,2005,8,1,30.75,5.88
33.40641,-111.94259,2005,8,2,29.49,7.67
33.40641,-111.94259,2005,8,3,26.79,4.69
33.40641,-111.94259,2005,8,4,30.64,7.77
33.40641,-111.94259,2005,8,5,32.19,7.13
33.40641,-111.94259,2005,8,6,31.44,6.45
33.40641,-111.94259,2005,8,7,31.41,6.62
33.40641,-111.94259,2005,8,8,28.73,5.12
33.40641,-111.94259,2005,8,9,27.77,4.69
33.40641,-111.94259,2005,8,10,28.34,5.18
33.40641,-111.94259,2005,8,11,29.02,6.01
33.40641,-111.94259,2005,8,12,30.32,6.52
33.40641,-111.94259,2005,8,13,29.96,7.15
33.40641,-111.94259,2005,8,14,26.55,5.17
33.40641,-111.94259,2005,8,15,29.19,6.88
33.40641,-111.94259,2005,8,16,31.38,6.74
33.40641,-111.94259,2005,8,17,30.67,7.32
33.40641,-111.94259,2005,8,18,31.33,6.94
33.40641,-111.94259,2005,8,19,31.39,7.24
33.40641,-111.94259,2005,8,20,31.89,7.1
33.40641,-111.94259,2005,8,21,33.68,7.07
33.40641,-111.94259,2005,8,22,33.77,6.31
33.40641,-111.94259,2005,8,23,29.9,5.88
33.40641,-111.94259,2005,8,24,30.39,6.62
33.40641,-111.94259,2005,8,25,32.78,6.94
33.40641,-111.94259,2005,8,26,34.2,6.41
33.40641,-111.94259,2005,8,27,34.57,6.78
33.40641,-111.94259,2005,8,28,34.39,6.76
33.40641,-111.94259,2005,8,29,34.26,6.76
33.40641,-111.94259,2005,8,30,33.52,6.75
33.40641,-111.94259,2005,8,31,32.89,6.58
33.40641,-111.94259,2005,9,1,33.05,6.82
33.40641,-111.94259,2005,9,2,31.71,7.18
33.40641,-111.94259,2005,9,3,31.49,6.33
33.40641,-111.94259,2005,9,4,31.69,6.81
33.40641,-111.94259,2005,9,5,32.54,6.52
33.40641,-111.94259,2005,9,6,32.68,7.1
33.40641,-111.94259,2005,9,7,33.2,7
33.40641,-111.94259,2005,9,8,32.86,6.2
33.40641,-111.94259,2005,9,9,31.12,5.53
33.40641,-111.94259,2005,9,10,27.04,5.96
33.40641,-111.94259,2005,9,11,26.74,7.11
33.40641,-111.94259,2005,9,12,26.71,6.96
33.40641,-111.94259,2005,9,13,26.21,7.06
33.40641,-111.94259,2005,9,14,25.33,6.97
33.40641,-111.94259,2005,9,15,26.92,6.93
33.40641,-111.94259,2005,9,16,27.27,6.82
33.40641,-111.94259,2005,9,17,27.33,6.76
33.40641,-111.94259,2005,9,18,28.69,6.59
33.40641,-111.94259,2005,9,19,29.06,5.79
33.40641,-111.94259,2005,9,20,30.98,5.46
33.40641,-111.94259,2005,9,21,31.78,4.73
33.40641,-111.94259,2005,9,22,31.86,5.89
33.40641,-111.94259,2005,9,23,30.74,5.02
33.40641,-111.94259,2005,9,24,29.26,6.08
33.40641,-111.94259,2005,9,25,29.64,5.95
33.40641,-111.94259,2005,9,26,31.41,5.35
33.40641,-111.94259,2005,9,27,31.22,2.66
33.40641,-111.94259,2005,9,28,29.64,5.73
33.40641,-111.94259,2005,9,29,27.41,5.73
33.40641,-111.94259,2005,9,30,27.8,5.5
33.40641,-111.94259,2005,10,1,28.86,5.91
33.40641,-111.94259,2005,10,2,29.27,5.9
33.40641,-111.94259,2005,10,3,28.56,5.69
33.40641,-111.94259,2005,10,4,28.81,4.91
33.40641,-111.94259,2005,10,5,27.63,6.12
33.40641,-111.94259,2005,10,6,28.11,5.86
33.40641,-111.94259,2005,10,7,28.68,5.9
33.40641,-111.94259,2005,10,8,27.58,5.17
33.40641,-111.94259,2005,10,9,22.18,5.43
33.40641,-111.94259,2005,10,10,20.82,5.8
33.40641,-111.94259,2005,10,11,21.12,5.66
33.40641,-111.94259,2005,10,12,21.66,5.64
33.40641,-111.94259,2005,10,13,24.14,5.66
33.40641,-111.94259,2005,10,14,24.43,5.37
33.40641,-111.94259,2005,10,15,23.86,5.22
33.40641,-111.94259,2005,10,16,23.59,2.43
33.40641,-111.94259,2005,10,17,24,2.64
33.40641,-111.94259,2005,10,18,19.25,2.42
33.40641,-111.94259,2005,10,19,18,5.45
33.40641,-111.94259,2005,10,20,19.99,4.79
33.40641,-111.94259,2005,10,21,22.55,4
33.40641,-111.94259,2005,10,22,22,4.79
33.40641,-111.94259,2005,10,23,21.82,5.14
33.40641,-111.94259,2005,10,24,21.98,4.96
33.40641,-111.94259,2005,10,25,21.32,4.82
33.40641,-111.94259,2005,10,26,20.18,5
33.40641,-111.94259,2005,10,27,20.85,4.71
33.40641,-111.94259,2005,10,28,20.08,3.25
33.40641,-111.94259,2005,10,29,19.97,4.82
33.40641,-111.94259,2005,10,30,19.87,4.8
33.40641,-111.94259,2005,10,31,19.32,4.75
33.40641,-111.94259,2005,11,1,21.15,4.85
33.40641,-111.94259,2005,11,2,21.49,4.06
33.40641,-111.94259,2005,11,3,20.79,2.77
33.40641,-111.94259,2005,11,4,19.64,4.75
33.40641,-111.94259,2005,11,5,18.94,4.72
33.40641,-111.94259,2005,11,6,19.39,3.43
33.40641,-111.94259,2005,11,7,21.03,4
33.40641,-111.94259,2005,11,8,21.89,3.7
33.40641,-111.94259,2005,11,9,22.24,3.13
33.40641,-111.94259,2005,11,10,20.07,2.55
33.40641,-111.94259,2005,11,11,16.42,3.35
33.40641,-111.94259,2005,11,12,16.34,4.35
33.40641,-111.94259,2005,11,13,17.08,4.35
33.40641,-111.94259,2005,11,14,18.23,4.26
33.40641,-111.94259,2005,11,15,16.83,4.43
33.40641,-111.94259,2005,11,16,16.18,4.34
33.40641,-111.94259,2005,11,17,16.39,4.22
33.40641,-111.94259,2005,11,18,15.84,4.35
33.40641,-111.94259,2005,11,19,14.99,4.14
33.40641,-111.94259,2005,11,20,15.49,4.14
33.40641,-111.94259,2005,11,21,16.06,3.69
33.40641,-111.94259,2005,11,22,17.02,3.24
33.40641,-111.94259,2005,11,23,17.65,2.09
33.40641,-111.94259,2005,11,24,17.88,3.82
33.40641,-111.94259,2005,11,25,16.96,3.73
33.40641,-111.94259,2005,11,26,14.6,3.59
33.40641,-111.94259,2005,11,27,7.87,3.83
33.40641,-111.94259,2005,11,28,6.04,4.04
33.40641,-111.94259,2005,11,29,9.21,3.84
33.40641,-111.94259,2005,11,30,12.25,3.77
33.40641,-111.94259,2005,12,1,13.25,3.48
33.40641,-111.94259,2005,12,2,14.24,1.89
33.40641,-111.94259,2005,12,3,13.59,3.53
33.40641,-111.94259,2005,12,4,8.98,3.65
33.40641,-111.94259,2005,12,5,7.26,3.53
33.40641,-111.94259,2005,12,6,8.04,3.62
33.40641,-111.94259,2005,12,7,8.41,3.26
33.40641,-111.94259,2005,12,8,9.46,2.92
33.40641,-111.94259,2005,12,9,10.84,3.15
33.40641,-111.94259,2005,12,10,11.47,3.43
33.40641,-111.94259,2005,12,11,13.02,2.52
33.40641,-111.94259,2005,12,12,12.5,1.6
33.40641,-111.94259,2005,12,13,12.16,2.94
33.40641,-111.94259,2005,12,14,10.37,3.39
33.40641,-111.94259,2005,12,15,8.78,1.81
33.40641,-111.94259,2005,12,16,7.65,3.31
33.40641,-111.94259,2005,12,17,7.33,2.84
33.40641,-111.94259,2005,12,18,10.9,2.5
33.40641,-111.94259,2005,12,19,12.45,3.17
33.40641,-111.94259,2005,12,20,12.73,3.08
33.40641,-111.94259,2005,12,21,15.22,2.72
33.40641,-111.94259,2005,12,22,16.49,2.74
33.40641,-111.94259,2005,12,23,16.78,2.85
33.40641,-111.94259,2005,12,24,15.16,3.32
33.40641,-111.94259,2005,12,25,15.09,3.08
33.40641,-111.94259,2005,12,26,14.36,3.1
33.40641,-111.94259,2005,12,27,13.66,3.43
33.40641,-111.94259,2005,12,28,13.65,3.22
33.40641,-111.94259,2005,12,29,14.15,3.12
33.40641,-111.94259,2005,12,30,11.93,3.07
33.40641,-111.94259,2005,12,31,12.53,2.58
33.40641,-111.94259,2006,1,1,11.72,2.75
33.40641,-111.94259,2006,1,2,14.82,2.68
33.40641,-111.94259,2006,1,3,14.07,3.23
33.40641,-111.94259,2006,1,4,12.77,3.6
33.40641,-111.94259,2006,1,5,14.15,3.56
33.40641,-111.94259,2006,1,6,14.86,3.62
33.40641,-111.94259,2006,1,7,14.7,3.18
33.40641,-111.94259,2006,1,8,14.3,3.59
33.40641,-111.94259,2006,1,9,11.82,3.52
33.40641,-111.94259,2006,1,10,12.78,3.76
33.40641,-111.94259,2006,1,11,12.07,3.91
33.40641,-111.94259,2006,1,12,12.91,3.48
33.40641,-111.94259,2006,1,13,13.61,3.57
33.40641,-111.94259,2006,1,14,14.73,3.08
33.40641,-111.94259,2006,1,15,10.57,3.37
33.40641,-111.94259,2006,1,16,7.14,3.82
33.40641,-111.94259,2006,1,17,7.2,3.63
33.40641,-111.94259,2006,1,18,10.19,3.26
33.40641,-111.94259,2006,1,19,9.38,3.36
33.40641,-111.94259,2006,1,20,7.73,3.9
33.40641,-111.94259,2006,1,21,8.45,3.96
33.40641,-111.94259,2006,1,22,9.16,3.94
33.40641,-111.94259,2006,1,23,11.56,4.05
33.40641,-111.94259,2006,1,24,14.36,3.41
33.40641,-111.94259,2006,1,25,12.13,3.74
33.40641,-111.94259,2006,1,26,10.89,3.68
33.40641,-111.94259,2006,1,27,10.38,4.07
33.40641,-111.94259,2006,1,28,9.99,3.5
33.40641,-111.94259,2006,1,29,11.36,3.86
33.40641,-111.94259,2006,1,30,13.29,4.28
33.40641,-111.94259,2006,1,31,12.9,3.68
33.40641,-111.94259,2006,2,1,12.76,4.07
33.40641,-111.94259,2006,2,2,14.05,4.06
33.40641,-111.94259,2006,2,3,15.14,3.99
33.40641,-111.94259,2006,2,4,15.19,4.45
33.40641,-111.94259,2006,2,5,15.54,3.16
33.40641,-111.94259,2006,2,6,12.52,4.58
33.40641,-111.94259,2006,2,7,15.09,4.27
33.40641,-111.94259,2006,2,8,18,4.57
33.40641,-111.94259,2006,2,9,16.1,2.26
33.40641,-111.94259,2006,2,10,14.59,4.58
33.40641,-111.94259,2006,2,11,13.29,5.1
33.40641,-111.94259,2006,2,12,13.68,5.08
33.40641,-111.94259,2006,2,13,14.58,4.89
33.40641,-111.94259,2006,2,14,14.99,4.01
33.40641,-111.94259,2006,2,15,13.77,4.86
33.40641,-111.94259,2006,2,16,11.61,5.02
33.40641,-111.94259,2006,2,17,12.24,1.77
33.40641,-111.94259,2006,2,18,11.57,4.6
33.40641,-111.94259,2006,2,19,10.61,5
33.40641,-111.94259,2006,2,20,10.78,4.67
33.40641,-111.94259,2006,2,21,10.62,4.63
33.40641,-111.94259,2006,2,22,10.33,5.38
33.40641,-111.94259,2006,2,23,12.66,5.31
33.40641,-111.94259,2006,2,24,14.41,5.59
33.40641,-111.94259,2006,2,25,15.58,5.25
33.40641,-111.94259,2006,2,26,17.51,5.26
33.40641,-111.94259,2006,2,27,18.01,4.89
33.40641,-111.94259,2006,2,28,18.9,3.86
33.40641,-111.94259,2006,3,1,17.04,3.54
33.40641,-111.94259,2006,3,2,16.34,5.49
33.40641,-111.94259,2006,3,3,15.58,5.84
33.40641,-111.94259,2006,3,4,13.91,4.64
33.40641,-111.94259,2006,3,5,16.58,4.55
33.40641,-111.94259,2006,3,6,17.78,3.64
33.40641,-111.94259,2006,3,7,17.32,5.62
33.40641,-111.94259,2006,3,8,11.78,5.92
33.40641,-111.94259,2006,3,9,11.65,4.26
33.40641,-111.94259,2006,3,10,11.57,5.14
33.40641,-111.94259,2006,3,11,7.28,1.89
33.40641,-111.94259,2006,3,12,7.11,6.41
33.40641,-111.94259,2006,3,13,8.05,5.97
